,name,desc,cr,immunities,resists,conditions,wins,actions,hp,str,dex,con,int,wis,cha,ac,spd
5627,Werewolf,Medium Humanoid Chaotic Evil,3,,,Regenerator,,"Bite: +3, 1d8+2 Piercing, Werewolf Lycanthropy (CON Save, If Humanoid)	Claws: +3, 2d4+2 Slashing	Multiattack: Bite, Claws",38,15,13,14,10,11,10,12,30
5628,Gelatinous Cube,Large Ooze Unaligned,2,"Blinded,Charmed,Deafened,Exhaustion,Frightened,Prone",,"Good Stats,Enfeedbled",Ghast,"Engulf: 15ft, Encubed (DEX Save)	Digest: 6d6 Acid (If Encubed)	Pseudopod: +5, 3d6+1 Acid",69,16,5,22,3,8,3,7,15
5629,Will-o-Wisp,Tiny Undead Chaotic Evil,2,"Lightning,Poison,Exhaustion,Grappled,Paralyzed,Poisoned,Prone,Restrained,Asleep","Acid,Cold,Fire,Necrotic,Thunder,Bludgeoning,Piercing,Slashing",Memorized One Spell,Grick,"Shock: +4, 2d8 Lightning	Invisibility: Invisible	Spirit Guardians: Spirit Guardians",17,1,28,10,13,14,11,19,50
5630,Specter,Medium Undead Chaotic Evil,1,"Necrotic,Poison,Charmed,Exhaustion,Grappled,Paralyzed,Petrified,Poisoned,Prone,Restrained,Asleep","Acid,Cold,Fire,Lightning,Thunder,Bludgeoning,Piercing,Slashing",Regenerator,"Monk, Rogue, Dire Wolf, Tiger, CR 1, Green Dragon Wyrmling","Life Drain: +4, 3d6 Necrotic & Life Drain",25,1,14,11,10,10,11,12,50
5631,Wight,Medium Undead Neutral Evil,3,"Poison,Exhaustion,Poisoned",Necrotic,Armored,Swarm of Poisonous Snakes,"Longsword: +3, 1d10+2 Slashing	Longbow: +3, 150ft, 1d8+2 Piercing	Multiattack: Life Drain, Longsword	Multishot: 120ft, 2 Longbow	Life Drain: +3, 1d6+2 Necrotic & Life Drain",28,15,14,16,10,13,15,16,30
5632,Gelatinous Cube,Large Ooze Unaligned,2,"Blinded,Charmed,Deafened,Exhaustion,Frightened,Prone",,Good Stats,"Ghast, Wizard","Engulf: 15ft, Encubed (DEX Save)	Digest: 6d6 Acid (If Encubed)	Pseudopod: +5, 3d6+1 Acid",56,16,5,22,3,8,3,7,15
5633,Specter,Medium Undead Chaotic Evil,1,"Necrotic,Poison,Charmed,Exhaustion,Grappled,Paralyzed,Petrified,Poisoned,Prone,Restrained,Asleep","Acid,Cold,Fire,Lightning,Thunder,Bludgeoning,Piercing,Slashing",Regenerator,"Monk, Rogue, Dire Wolf, Tiger, CR 1, Green Dragon Wyrmling, Rhinoceros","Life Drain: +4, 3d6 Necrotic & Life Drain",25,1,14,11,10,10,11,12,50
5634,Gelatinous Cube,Large Ooze Unaligned,2,"Blinded,Charmed,Deafened,Exhaustion,Frightened,Prone",,Good Stats,"Ghast, Wizard, Wight","Engulf: 15ft, Encubed (DEX Save)	Digest: 6d6 Acid (If Encubed)	Pseudopod: +5, 3d6+1 Acid",57,16,5,22,3,8,3,7,15
5635,Lamia,Medium Monstrosity Chaotic Evil,4,,,"Blurred,Blurry,Mirror Image",,"Intoxicating Touch: +4, Lamia's Curse	Claws: +4, 2d10+3 Slashing	Dagger: +4, 1d4+3 Piercing	Multiattack: 2 Claws, Dagger	Claw & Touch: 2 Claws, Intoxicating Touch	Geas to Surrender: 30ft, 5d10 Psychic (WIS Save)	Mirror Image: Mirror Image	Charm Person: 30ft, Charmed (WIS Save) (If Humanoid)",68,16,13,15,14,15,16,13,30
5636,Weretiger,Medium Humanoid Neutral,4,,,Vanilla,,"Bite: +4, 1d10+3 Piercing, Weretiger Lycanthropy (CON Save, If Humanoid) (If Prone)	Claw: +4, 1d8+3 Slashing	Longbow: +3, 150ft, 1d8+2 Piercing	Multiattack: 2 Claw	Multishot: 150ft, 2 Longbow	Pounce: +4, 1d8+3 Slashing, Prone (STR Save)	Multipounce: 2 Pounce, Bite",60,17,15,16,10,13,11,12,30
5637,Giant Scorpion,Large Beast Unaligned,3,,,Skilled,,"Sting: +3, 1d10+2 Piercing, 4d10 Poison (CON Save)	Claw: +3, 1d8+2 Bludgeoning, Grappled	Multiattack: 2 Claw, Sting",42,15,13,15,1,9,3,15,40
5638,Winter Wolf,Large Monstrosity Neutral Evil,3,Cold,,Magic Resistant,,"Bite: +5, 2d6+4 Piercing, Prone (STR Save)	Cold Breath: 15ft, 4d8 Cold (DEX Save)",62,18,13,14,7,12,8,13,50
5639,Veteran,Medium Humanoid Neutral,3,,Cold,White Half-Dragon,,"Longsword: +4, 1d8+3 Slashing	Shortsword: +4, 1d6+3 Piercing	Heavy Crossbow: +2, 100ft, 1d10+1 Piercing	Multiattack: 2 Longsword, Shortsword	Cold Breath: 30ft, 5d8 Cold (CON Save)",36,16,13,14,10,11,10,17,30
5640,Doppleganger,Medium Monstrosity Neutral,3,Charmed,,Projectile Catching,,"Slam: +3, 1d6+4 Bludgeoning	Ambush Slam: +3, 4d6+4 Bludgeoning (If Surprise)	Multiattack: 2 Slam	Ambush: 2 Ambush Slam (If Surprise)",35,11,18,14,11,12,14,14,30
5641,Basilisk,Medium Monstrosity Unaligned,3,,,Always Reckless,,"Multiattack: 30ft, Petrifying Gaze, Bite	Bite: +4, 2d6+3 Piercing, 2d6 Poison	Petrifying Gaze: 30ft, Petrifying (CON Save)",34,16,8,15,2,8,7,15,20
5642,Gelatinous Cube,Large Ooze Unaligned,2,"Blinded,Charmed,Deafened,Exhaustion,Frightened,Prone",,Good Stats,"Ghast, Wizard, Wight, Specter, CR 2","Engulf: 15ft, Encubed (DEX Save)	Digest: 6d6 Acid (If Encubed)	Pseudopod: +5, 3d6+1 Acid",69,16,5,22,3,8,3,7,15
5643,Weretiger,Medium Humanoid Neutral,4,,,Vanilla,Gold Dragon Wyrmling,"Bite: +4, 1d10+3 Piercing, Weretiger Lycanthropy (CON Save, If Humanoid) (If Prone)	Claw: +4, 1d8+3 Slashing	Longbow: +3, 150ft, 1d8+2 Piercing	Multiattack: 2 Claw	Multishot: 150ft, 2 Longbow	Pounce: +4, 1d8+3 Slashing, Prone (STR Save)	Multipounce: 2 Pounce, Bite",60,17,15,16,10,13,11,12,30
5644,Lamia,Medium Monstrosity Chaotic Evil,4,,,"Blurred,Blurry,Mirror Image",Minotaur,"Intoxicating Touch: +4, Lamia's Curse	Claws: +4, 2d10+3 Slashing	Dagger: +4, 1d4+3 Piercing	Multiattack: 2 Claws, Dagger	Claw & Touch: 2 Claws, Intoxicating Touch	Geas to Surrender: 30ft, 5d10 Psychic (WIS Save)	Mirror Image: Mirror Image	Charm Person: 30ft, Charmed (WIS Save) (If Humanoid)",68,16,13,15,14,15,16,13,30
5645,Gelatinous Cube,Large Ooze Unaligned,2,"Blinded,Charmed,Deafened,Exhaustion,Frightened,Prone",,Good Stats,"Ghast, Wizard, Wight, Specter, CR 2, Ghost","Engulf: 15ft, Encubed (DEX Save)	Digest: 6d6 Acid (If Encubed)	Pseudopod: +5, 3d6+1 Acid",69,16,5,22,3,8,3,7,15
5646,Lamia,Medium Monstrosity Chaotic Evil,4,,,"Blurred,Blurry,Mirror Image","Minotaur, Doppleganger","Intoxicating Touch: +4, Lamia's Curse	Claws: +4, 2d10+3 Slashing	Dagger: +4, 1d4+3 Piercing	Multiattack: 2 Claws, Dagger	Claw & Touch: 2 Claws, Intoxicating Touch	Geas to Surrender: 30ft, 5d10 Psychic (WIS Save)	Mirror Image: Mirror Image	Charm Person: 30ft, Charmed (WIS Save) (If Humanoid)",68,16,13,15,14,15,16,13,30
5647,Lamia,Medium Monstrosity Chaotic Evil,4,,,"Blurred,Encubed","Minotaur, Doppleganger, Weretiger","Intoxicating Touch: +4, Lamia's Curse	Claws: +4, 2d10+3 Slashing	Dagger: +4, 1d4+3 Piercing	Multiattack: 2 Claws, Dagger	Claw & Touch: 2 Claws, Intoxicating Touch	Geas to Surrender: 30ft, 5d10 Psychic (WIS Save)	Mirror Image: Mirror Image	Charm Person: 30ft, Charmed (WIS Save) (If Humanoid)",68,16,13,15,14,15,16,13,30
5648,Roper,Large Monstrosity Neutral Evil,5,,,Tough,,"Bite: +6, 4d8+4 Piercing	Reel: 50ft,  (If Grappled & Restrained)	Tendril: +6, 50ft, Grappled & Restrained	Multiattack: 50ft, 4 Tendril, Reel, Bite",73,18,8,17,7,16,6,20,10
5649,Xorn,Medium Elemental Neutral,5,,"Piercing,Slashing",+2 STR,,"Bite: +6, 3d6+4 Piercing	Claw: +6, 1d6+4 Slashing	Multiattack: 3 Claw, Bite",35,19,10,22,11,10,11,19,20
5650,Giant Crocodile,Huge Beast Unaligned,5,,Cold,Cold Attuned,,"Multiattack: Tail, Bite	Bite: +7, 3d10+5 Cold, Grappled & Restrained	Tail: +7, 10ft, 2d8+5 Cold, Prone (STR Save)",55,21,9,17,2,10,7,14,30
5651,Vampire Spawn,Medium Undead Neutral Evil,5,,"Necrotic,Bludgeoning,Piercing,Slashing","Strong Grappler,Regeneration,Enfeedbled",,"Bite: +5, 1d6+3 Piercing, 2d6 Necrotic & Vampirism (If Grappled & Restrained)	Claws: +5, 2d4+3 Slashing (If Grappled & Restrained), Grappled & Restrained (If Not Grappled & Restrained)	Claw: +5, Grappled & Restrained (If Not Grappled & Restrained)	Multiattack: Claws, Bite, Claw	Multiclaw: 2 Claws",44,16,16,16,11,10,12,15,30
5652,Earth Elemental,Large Elemental Neutral,5,"Poison,Exhaustion,Paralyzed,Petrified,Poisoned,Asleep","Bludgeoning,Piercing,Slashing",Death Defying,,"Slam: +7, 2d8+5 Bludgeoning	Multiattack: 2 Slam",58,20,8,20,5,10,5,17,30
5653,Water Elemental,Large Elemental Neutral,5,"Poison,Exhaustion,Grappled,Paralyzed,Petrified,Poisoned,Prone,Restrained,Asleep","Bludgeoning,Piercing,Slashing,Acid,Radiant","Radiant Attuned,Freezable",,"Slam: +6, 2d8+4 Radiant	Squeeze: 2d8+4 Radiant (If Grappled & Restrained)	Multiattack: Squeeze, 2 Slam	Whelm: 2d8+4 Radiant (STR Save)",55,18,14,18,5,10,8,14,30
5654,Unicorn,Large Celestial Lawful Good,5,"Poison,Poisoned,Charmed,Paralyzed",,"Reliable Damage,Legendary",,"Horn: +6, 9 Piercing, 5 Piercing (If Crit)	Hooves: +6, 11 Bludgeoning, 7 Bludgeoning (If Crit)	Charge: +6, 18 Piercing, Prone (STR Save), 14 Piercing (If Crit)	Multiattack: Horn, Hooves	Multicharge: Charge, Hooves	Entangle: 90ft, Entangled (STR Save)	Dispel Evil and Good: Dispel Evil and Good",30,18,14,15,11,17,16,12,50
5655,Wraith,Medium Undead Neutral Evil,5,"Necrotic,Poison,Charmed,Exhaustion,Grappled,Paralyzed,Petrified,Poisoned,Prone,Restrained","Acid,Cold,Fire,Lightning,Thunder,Bludgeoning,Piercing,Slashing",Gauntlets of Ogre Power,,"Life Drain: +11, 4d8+9 Necrotic & Life Drain",33,19,16,16,12,14,15,13,60
5656,Water Elemental,Large Elemental Neutral,5,"Poison,Exhaustion,Grappled,Paralyzed,Petrified,Poisoned,Prone,Restrained,Asleep","Acid,Radiant,Bludgeoning,Piercing,Slashing","Radiant Attuned,Freezable",Cloaker,"Slam: +6, 2d8+4 Radiant	Squeeze: 2d8+4 Radiant (If Grappled & Restrained)	Multiattack: Squeeze, 2 Slam	Whelm: 2d8+4 Radiant (STR Save)",55,18,14,18,5,10,8,14,30
5657,Roper,Large Monstrosity Neutral Evil,5,,,Tough,Flesh Golem,"Bite: +6, 4d8+4 Piercing	Reel: 50ft,  (If Grappled & Restrained)	Tendril: +6, 50ft, Grappled & Restrained	Multiattack: 50ft, 4 Tendril, Reel, Bite",73,18,8,17,7,16,6,20,10
5658,Earth Elemental,Large Elemental Neutral,5,"Poison,Exhaustion,Paralyzed,Petrified,Poisoned,Asleep","Bludgeoning,Piercing,Slashing",Death Defying,Lamia,"Slam: +7, 2d8+5 Bludgeoning	Multiattack: 2 Slam",58,20,8,20,5,10,5,17,30
5659,Wraith,Medium Undead Neutral Evil,5,"Necrotic,Poison,Charmed,Exhaustion,Grappled,Paralyzed,Petrified,Poisoned,Prone,Restrained","Acid,Cold,Fire,Lightning,Thunder,Bludgeoning,Piercing,Slashing",Gauntlets of Ogre Power,Bulette,"Life Drain: +11, 4d8+9 Necrotic & Life Drain",33,19,16,16,12,14,15,13,60
5660,Water Elemental,Large Elemental Neutral,5,"Poison,Exhaustion,Grappled,Paralyzed,Petrified,Poisoned,Prone,Restrained,Asleep","Bludgeoning,Piercing,Slashing,Acid,Radiant","Radiant Attuned,Freezable","Cloaker, Unicorn","Slam: +6, 2d8+4 Radiant	Squeeze: 2d8+4 Radiant (If Grappled & Restrained)	Multiattack: Squeeze, 2 Slam	Whelm: 2d8+4 Radiant (STR Save)",55,18,14,18,5,10,8,14,30
5661,Roper,Large Monstrosity Neutral Evil,5,,,Tough,"Flesh Golem, Giant Crocodile","Bite: +6, 4d8+4 Piercing	Reel: 50ft,  (If Grappled & Restrained)	Tendril: +6, 50ft, Grappled & Restrained	Multiattack: 50ft, 4 Tendril, Reel, Bite",40,18,8,17,7,16,6,20,10
5662,Water Elemental,Large Elemental Neutral,5,"Poison,Exhaustion,Grappled,Paralyzed,Petrified,Poisoned,Prone,Restrained,Asleep","Bludgeoning,Piercing,Slashing,Acid,Radiant","Radiant Attuned,Freezable","Cloaker, Unicorn, Earth Elemental","Slam: +6, 2d8+4 Radiant	Squeeze: 2d8+4 Radiant (If Grappled & Restrained)	Multiattack: Squeeze, 2 Slam	Whelm: 2d8+4 Radiant (STR Save)",55,18,14,18,5,10,8,14,30
5663,Water Elemental,Large Elemental Neutral,5,"Poison,Exhaustion,Grappled,Paralyzed,Petrified,Poisoned,Prone,Restrained,Asleep","Bludgeoning,Piercing,Slashing,Acid,Radiant","Radiant Attuned,Freezable","Cloaker, Unicorn, Earth Elemental, Roper, CR 5","Slam: +6, 2d8+4 Radiant	Squeeze: 2d8+4 Radiant (If Grappled & Restrained)	Multiattack: Squeeze, 2 Slam	Whelm: 2d8+4 Radiant (STR Save)",55,18,14,18,5,10,8,14,30
5664,Young Copper Dragon,Large Dragon Chaotic Good,7,Acid,,Skilled,,"Multiattack: Bite, 2 Claw	Bite: +6, 10ft, 2d10+4 Piercing	Claw: +6, 2d6+4 Slashing	Breath Weapon: 40ft, 1x (Acid Breath, Slowing Breath)	Acid Breath: 40ft, 9d8 Acid (DEX Save)	Slowing Breath: 30ft, Slowed (CON Save)",57,19,12,17,16,13,15,17,80
5665,Drider,Large Monstrosity Neutral Evil,6,Asleep,Charmed,"Starts Invisibile,Greater Invisible",,"Multiattack: Bite, 2 Longsword	Multishot: 150ft, 3 Longbow	Bite: +5, 1d4 Piercing, 2d8 Poison	Longsword: +5, 1d10+3 Slashing	Longbow: +5, 150ft, 1d8+3 Piercing, 1d8 Poison	Faerie Fire: 60ft, Faerie Fire (WIS Save)",59,16,16,18,13,14,12,19,30
5666,Oni,Large Giant Lawful Evil,7,,,"Quick Draw,Regeneration",,"Glaive: +6, 10ft, 2d10+4 Slashing	Multiattack: 10ft, 2 Glaive	Charm Person: 30ft, Charmed (WIS Save) (If Humanoid)	Sleep: 90ft, Asleep (WIS Save)	Cone of Cold: 60ft, 8d8 Cold (CON Save)",54,19,11,16,14,12,15,16,30
5667,Fire Elemental,Large Elemental Neutral,5,"Fire,Poison,Exhaustion,Grappled,Paralyzed,Petrified,Poisoned,Prone,Restrained,Asleep","Bludgeoning,Piercing,Slashing","Blurred,Heated Body,Blurry",,"Touch: +5, 2d6+3 Fire, On Fire	Multiattack: Fire Form, 2 Touch	Fire Form: 1d10 Fire, On Fire",54,10,17,16,6,10,7,13,50
5668,Chimera,Large Monstrosity Chaotic Evil,6,,,+2 WIS,,"Multiattack: Bite, Claws, Horns	Breath Weapon Combo: 15ft, Fire Breath, Bite, Claws	Bite: +6, 2d6+4 Piercing	Horns: +6, 1d12+4 Bludgeoning	Claws: +6, 2d6+4 Slashing	Fire Breath: 15ft, 7d8 Fire (DEX Save)",58,19,11,19,3,16,10,14,60
5669,Drider,Large Monstrosity Neutral Evil,6,Asleep,Charmed,"Starts Invisibile,Greater Invisible",Tyrannosaurus Rex,"Multiattack: Bite, 2 Longsword	Multishot: 150ft, 3 Longbow	Bite: +5, 1d4 Piercing, 2d8 Poison	Longsword: +5, 1d10+3 Slashing	Longbow: +5, 150ft, 1d8+3 Piercing, 1d8 Poison	Faerie Fire: 60ft, Faerie Fire (WIS Save)",59,16,16,18,13,14,12,19,30
5670,Oni,Large Giant Lawful Evil,7,,,"Quick Draw,Regeneration",Medusa,"Glaive: +6, 10ft, 2d10+4 Slashing	Multiattack: 10ft, 2 Glaive	Charm Person: 30ft, Charmed (WIS Save) (If Humanoid)	Sleep: 90ft, Asleep (WIS Save)	Cone of Cold: 60ft, 8d8 Cold (CON Save)",54,19,11,16,14,12,15,16,30
5671,Fire Elemental,Large Elemental Neutral,5,"Fire,Poison,Exhaustion,Grappled,Paralyzed,Petrified,Poisoned,Prone,Restrained,Asleep","Bludgeoning,Piercing,Slashing","Blurred,Heated Body",Giant Ape,"Touch: +5, 2d6+3 Fire, On Fire	Multiattack: Fire Form, 2 Touch	Fire Form: 1d10 Fire, On Fire",54,10,17,16,6,10,7,13,50
5672,Oni,Large Giant Lawful Evil,7,,,"Quick Draw,Regeneration","Medusa, Young Copper Dragon","Glaive: +6, 10ft, 2d10+4 Slashing	Multiattack: 10ft, 2 Glaive	Charm Person: 30ft, Charmed (WIS Save) (If Humanoid)	Sleep: 90ft, Asleep (WIS Save)	Cone of Cold: 60ft, 8d8 Cold (CON Save)",54,19,11,16,14,12,15,16,30
5673,Drider,Large Monstrosity Neutral Evil,6,Asleep,Charmed,"Starts Invisibile,Greater Invisible","Tyrannosaurus Rex, Water Elemental","Multiattack: Bite, 2 Longsword	Multishot: 150ft, 3 Longbow	Bite: +5, 1d4 Piercing, 2d8 Poison	Longsword: +5, 1d10+3 Slashing	Longbow: +5, 150ft, 1d8+3 Piercing, 1d8 Poison	Faerie Fire: 60ft, Faerie Fire (WIS Save)",59,16,16,18,13,14,12,19,30
5674,Drider,Large Monstrosity Neutral Evil,6,Asleep,Charmed,"Starts Invisibile,Greater Invisible,Aboleth Plague","Tyrannosaurus Rex, Water Elemental, Oni, CR 6-7","Multiattack: Bite, 2 Longsword	Multishot: 150ft, 3 Longbow	Bite: +5, 1d4 Piercing, 2d8 Poison	Longsword: +5, 1d10+3 Slashing	Longbow: +5, 150ft, 1d8+3 Piercing, 1d8 Poison	Faerie Fire: 60ft, Faerie Fire (WIS Save)",59,16,16,18,13,14,12,19,30
5675,Young Green Dragon,Large Dragon Lawful Evil,8,"Poison,Poisoned",,Projectile Catching,,"Multiattack: Bite, 2 Claw	Bite: +6, 10ft, 2d10+4 Piercing, 2d6 Poison	Claw: +6, 2d6+4 Slashing	Poison Breath: 30ft, 12d6 Poison (CON Save)",71,19,12,17,16,13,15,18,80
5676,Chain Devil,Medium Fiend Lawful Evil,8,"Fire,Poison,Poisoned","Cold,Spell,MagicalAbility","Always Reckless,Unnerving Mask,Animate Chains",,"Chain: +7, 10ft, 2d6+4 Slashing, Wrapped In Chains	Multiattack: 10ft, 2 Chain",46,18,15,18,11,12,14,16,30
5677,Young Black Dragon,Large Dragon Chaotic Evil,7,Acid,,Parrier,,"Multiattack: 10ft, Bite, 2 Claw	Bite: +6, 10ft, 2d10+4 Piercing, 1d8 Acid	Claw: +6, 2d6+4 Slashing	Acid Breath: 30ft, 11d8 Acid (DEX Save)	Parry: +3 to AC vs 1 Attack, Reaction",57,19,14,17,12,11,15,18,80
5678,Fire Giant,Huge Giant Lawful Evil,9,Fire,,"Starts Invisibile,Greater Invisible",,"Greatsword: +10, 10ft, 6d6+7 Slashing	Rock: +10, 60ft, 4d10+7 Bludgeoning	Multiattack: 10ft, 2 Greatsword",74,25,9,23,10,14,13,18,30
5679,Cloud Giant,Huge Giant Neutral Good,9,,,Boots of Charging,,"Morningstar: +11, 10ft, 3d8+8 Piercing	Rock: +11, 60ft, 4d10+8 Bludgeoning	Multiattack: 10ft, 2 Morningstar",77,27,10,22,12,16,16,14,40
5680,Young Silver Dragon,Large Dragon Lawful Good,9,Cold,,Death Defying,,"Multiattack: Bite, 2 Claw	Bite: +9, 10ft, 2d10+6 Piercing	Claw: +9, 2d6+6 Slashing	Breath Weapon: 30ft, 1x (Cold Breath, Paralyzing Breath)	Cold Breath: 30ft, 12d8 Cold (CON Save)	Paralyzing Breath: 30ft, Paralyzed (CON Save)",85,23,10,21,14,11,19,18,80
5681,Young Gold Dragon,Large Dragon Lawful Good,10,Fire,,Electric Body,,"Multiattack: Bite, 2 Claw	Bite: +9, 10ft, 2d10+6 Piercing	Claw: +9, 2d6+6 Slashing	Breath Weapon: 30ft, 1x (Fire Breath, Weakening Breath)	Fire Breath: 30ft, 10d10 Fire (DEX Save)	Weakening Breath: 30ft, Weakened (STR Save)",69,23,14,21,16,13,20,18,80
5682,Cloud Giant,Huge Giant Neutral Good,9,,,Boots of Charging,Young Blue Dragon,"Morningstar: +11, 10ft, 3d8+8 Piercing	Rock: +11, 60ft, 4d10+8 Bludgeoning	Multiattack: 10ft, 2 Morningstar",77,27,10,22,12,16,16,14,40
5683,Young Black Dragon,Large Dragon Chaotic Evil,7,Acid,,"Parrier,Wrapped In Chains",Frost Giant,"Multiattack: 10ft, Bite, 2 Claw	Bite: +6, 10ft, 2d10+4 Piercing, 1d8 Acid	Claw: +6, 2d6+4 Slashing	Acid Breath: 30ft, 11d8 Acid (DEX Save)	Parry: +3 to AC vs 1 Attack, Reaction",57,19,14,17,12,11,15,18,80
5684,Young Gold Dragon,Large Dragon Lawful Good,10,Fire,,Electric Body,Hydra,"Multiattack: Bite, 2 Claw	Bite: +9, 10ft, 2d10+6 Piercing	Claw: +9, 2d6+6 Slashing	Breath Weapon: 30ft, 1x (Fire Breath, Weakening Breath)	Fire Breath: 30ft, 10d10 Fire (DEX Save)	Weakening Breath: 30ft, Weakened (STR Save)",69,23,14,21,16,13,20,18,80
5685,Young Green Dragon,Large Dragon Lawful Evil,8,"Poison,Poisoned",,"Projectile Catching,Faerie Fire",Assassin,"Multiattack: Bite, 2 Claw	Bite: +6, 10ft, 2d10+4 Piercing, 2d6 Poison	Claw: +6, 2d6+4 Slashing	Poison Breath: 30ft, 12d6 Poison (CON Save)",71,19,12,17,16,13,15,18,80
5686,Young Green Dragon,Large Dragon Lawful Evil,8,"Poison,Poisoned",,Projectile Catching,"Assassin, Drider","Multiattack: Bite, 2 Claw	Bite: +6, 10ft, 2d10+4 Piercing, 2d6 Poison	Claw: +6, 2d6+4 Slashing	Poison Breath: 30ft, 12d6 Poison (CON Save)",71,19,12,17,16,13,15,18,80
5687,Young Gold Dragon,Large Dragon Lawful Good,10,Fire,,Electric Body,"Hydra, Young Silver Dragon","Multiattack: Bite, 2 Claw	Bite: +9, 10ft, 2d10+6 Piercing	Claw: +9, 2d6+6 Slashing	Breath Weapon: 30ft, 1x (Fire Breath, Weakening Breath)	Fire Breath: 30ft, 10d10 Fire (DEX Save)	Weakening Breath: 30ft, Weakened (STR Save)",69,23,14,21,16,13,20,18,80
5688,Young Gold Dragon,Large Dragon Lawful Good,10,Fire,,Electric Body,"Hydra, Young Silver Dragon, Young Black Dragon","Multiattack: Bite, 2 Claw	Bite: +9, 10ft, 2d10+6 Piercing	Claw: +9, 2d6+6 Slashing	Breath Weapon: 30ft, 1x (Fire Breath, Weakening Breath)	Fire Breath: 30ft, 10d10 Fire (DEX Save)	Weakening Breath: 30ft, Weakened (STR Save)",69,23,14,21,16,13,20,18,80
5689,Gug,Huge Giant Neutral Evil,12,"Poison,Confusion,Exhaustion,Paralysis,Poisoned",,"Tough,Legendary,Bleeding",,"Multislam: 10ft, 2 Slam, Exhaust	Slam: +10, 10ft, 2d8+7 Bludgeoning	Exhaust: Exhaust	Multistomp: 10ft, 2 Stomp	Stomp: +10, 10ft, 2d12+7 Bludgeoning	Grab: +10, 10ft, Grappled (If Not Grappled)	Throw: 2d12+7 Bludgeoning (If Grappled)	Swallow: Swallowed (If Large) (If Grappled)	Digest: 2d12 Acid (If Swallowed)",176,24,10,25,10,8,14,17,40
5690,Behir,Huge Monstrosity Neutral Evil,11,Lightning,,"Blessed By God,Sensitive Stomach",,"Bite: +9, 10ft, 3d10+6 Piercing	Swallow: +9, 10ft, 3d10+6 Piercing, Swallowed (If Grappled & Restrained)	Constrict: +9, 2d10+6 Bludgeoning, 2d10+6 Slashing, Grappled & Restrained	Multiattack: Constrict, Bite	Lightning Breath: 20ft, 12d10 Lightning (DEX Save)	Digest: 6d6 Acid (If Swallowed)",67,23,16,18,7,14,12,17,50
5691,Adult Brass Dragon,Huge Dragon Chaotic Good,13,Fire,,"Smelly,Legendary,Legendary Resistance,Grappled",,"Multiattack: 10ft, Frightful Presence, Bite, 2 Claw	Bite: +10, 10ft, 2d10+6 Piercing	Claw: +10, 2d6+6 Slashing	Tail: +10, 15ft, 2d8+6 Bludgeoning	Frightful Presence: 120ft, Frightened (WIS Save)	Wing Attack: 2d6+6 Bludgeoning (DEX Save)	Breath Weapon: 60ft, 1x (Fire Breath, Sleep Breath)	Fire Breath: 60ft, 13d6 Fire (DEX Save)	Sleep Breath: 60ft, Asleep (CON Save)",74,23,10,21,14,13,17,18,80
5692,Dullahan,Large Fey Lawful Evil,11,"Necrotic,Charmed,Frightened,Exhaustion,DifficultTerrain","Bludgeoning,Piercing,Slashing","Magic Attacks,Baleful Glare,Grappled & Restrained",,"Chill Touch: +7, 120ft, 3d8+1 Necrotic, Chill Touch	Spine Whip: +8, 10ft, 2d10+5 Slashing, 3d10 Necrotic, Prone (CON Save)	Multiattack: 2 Spine Whip	Seal the Doom: 40ft, Dead (CON Save)	Blight: 30ft, 8d8 Necrotic (CON Save, If Not  Undead,  Construct,  Plant), 64 Necrotic (CON Save, If Plant)	Baleful Glare: 30ft, Baleful Terror (WIS Save)",82,19,18,20,13,15,17,17,60
5693,Nalfeshnee,Large Fiend Chaotic Evil,13,"Poison,Poisoned","Bludgeoning,Piercing,Slashing,Cold,Fire,Lightning,Spell,MagicalAbility",Regenerator,,"Bite: +9, 5d10+5 Piercing	Claw: +9, 10ft, 3d6+5 Slashing	Horror Nimbus: 15ft, Frightened (WIS Save)	Multiattack: Horror Nimbus, 2 Claw, Bite	Teleport: 120ft, Teleport",94,21,10,22,19,12,15,18,30
5694,Erinyes,Medium Fiend Lawful Evil,12,"Fire,Poison,Poisoned","Cold,Spell,MagicalAbility,Necrotic","Necrotic Attuned,Weakened",,"Parry: +4 to AC vs 1 Attack, Reaction	Longsword: +7, 1d10+4 Necrotic, 3d8 Poison	Longbow: +6, 150ft, 1d8+3 Necrotic, 3d8 Poison, Poisoned (CON Save)	Multiattack: 3 Longsword	Multishot: 150ft, 3 Longbow",79,18,16,18,14,14,18,18,60
5695,Archmage,Medium Humanoid Neutral,12,,,"Gauntlets of Ogre Power,Mage Armor,Mind Blank,Chill Shield,Fire Shield",,"Dagger: +7, 1d4+4 Piercing	Cone of Cold (L6): 60ft, 9d8 Cold (CON Save)	Fire Bolt: +10, 120ft, 4d10+0 Fire	Shocking Grasp: +10, 4d8+0 Lightning	Cone of Cold: 60ft, 8d8 Cold (CON Save)	Banish: 60ft, Banished (CHA Save) (If Elemental/​Fiend/​Celestial/​Fey/​Aberration)	Lightning Bolt: 100ft, 8d6 Lightning (DEX Save)	Magic Missile: 120ft, 3d4+3 Force	Mirror Image: Mirror Image	Invisibility: Invisible	Stoneskin: Stoneskin	Mage Armor: Mage Armor	Mind Blank: Mind Blank	Fire Shield: Fire Shield	Chill Shield: Chill Shield	Time Stop: Time Stop",49,19,14,12,20,15,16,15,30
